,state_name,route_link,route_name,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
0,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Kadamba Transport Corporation Limited (KTCL) - 6237,Non AC Seater 2+2,19:00:00,10h 00m,05:00:00,4.4,600,32
1,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),19:15:00,10h 35m,05:50:00,3.7,900,16
2,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,10h 15m,08:45:00,4.6,801,3
3,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00:00,11h 30m,08:30:00,4.5,699,29
4,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray Amrutyog,A/C Sleeper (2+1),22:00:00,11h 30m,09:30:00,4.4,699,29
5,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Zingbus Plus,VE A/C Sleeper (2+1),23:55:00,11h 15m,11:10:00,4.4,609,26
6,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),23:05:00,10h 25m,09:30:00,4.2,910,31
7,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),20:15:00,10h 15m,06:30:00,4.4,810,24
8,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray Vip Yellows,A/C Sleeper (2+1),20:30:00,11h 30m,08:00:00,4.2,800,23
9,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray Divine,NON A/C Sleeper (1+2),19:45:00,11h 00m,06:45:00,4.2,700,1
10,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),23:00:00,11h 00m,10:00:00,4.2,679,14
11,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray Travels,Non A/C Seater / Sleeper (2+1),21:15:00,10h 30m,07:45:00,4.2,500,37
12,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,AC Sleeper (2+1),23:30:00,10h 20m,09:50:00,4.2,641,25
13,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:30:00,10h 15m,08:45:00,4.2,649,26
14,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:40:00,11h 05m,08:45:00,4,649,27
15,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,AC Sleeper (2+1),21:55:00,10h 25m,08:20:00,4,764,16
16,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Atmaram Gobus,NON A/C Sleeper (2+1),21:05:00,09h 55m,07:00:00,4,700,19
17,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:05:00,09h 56m,08:01:00,3.9,800,27
18,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),20:00:00,11h 15m,07:15:00,4,499,28
19,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Ashray National Express,NON A/C Sleeper (2+1),20:00:00,10h 45m,06:45:00,4.1,700,14
20,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Indumati Travels,A/C Sleeper (2+1),22:20:00,10h 10m,08:30:00,4.2,523,24
21,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Shreyash Travels,Bharat Benz A/C Sleeper (2+1),21:45:00,10h 45m,08:30:00,3.8,545,13
22,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Shreyash Travels,NON A/C Sleeper (2+1),19:30:00,11h 00m,06:30:00,3.1,545,8
23,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15:00,11h 15m,09:30:00,4.1,1220,20
24,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,AC Sleeper (2+1),21:45:00,11h 25m,09:10:00,4,699,21
25,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Humsafar Travels,A/C Sleeper (2+1),22:50:00,10h 40m,09:30:00,3.7,950,20
26,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Prasanna - Purple Bus,Volvo A/C Sleeper (2+1),21:45:00,11h 00m,08:45:00,3.8,1020,21
27,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:30:00,11h 00m,09:30:00,4.1,920,19
28,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),23:15:00,10h 20m,09:35:00,4.2,799,17
29,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Traveltime Travels (Kelkar),NON A/C Seater/ Sleeper (2+1),21:00:00,11h 45m,08:45:00,3.3,400,28
30,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,PSR Travels Goa,A/C Sleeper (2+1),23:45:00,09h 30m,09:15:00,3.5,1099,22
31,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00:00,11h 00m,07:00:00,3.2,400,24
32,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Laxmi Queen Prime,A/C Sleeper (2+1),20:30:00,11h 00m,07:30:00,3.8,799,22
33,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),21:00:00,11h 00m,08:00:00,3.9,760,27
34,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Gogte Travels (Shreyash),NON A/C Sleeper (2+1),19:30:00,11h 00m,06:30:00,3.5,499,5
35,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:00:00,10h 00m,08:00:00,4,800,27
36,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Dolphin travel house,A/C Sleeper (2+1),23:45:00,11h 00m,10:45:00,2.7,710,35
37,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Dolphin Travel House (39),A/C Sleeper (2+1),22:30:00,10h 45m,09:15:00,2.4,710,25
38,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Anand Travels,NON A/C Sleeper (2+1),21:30:00,12h 00m,09:30:00,2.5,504,25
39,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),21:00:00,10h 30m,07:30:00,2.2,450,31
40,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Humsafar Travels,A/C Sleeper (2+1),22:15:00,10h 45m,09:00:00,3.4,950,20
41,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Humsafar Travels,A/C Sleeper (2+1),22:15:00,11h 00m,09:15:00,3.6,950,20
42,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Gogte Travels (Manish),Non AC Seater (2+2),19:35:00,11h 55m,07:30:00,3,349,25
43,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:25:00,10h 40m,09:05:00,3.8,649,23
44,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00:00,11h 00m,07:00:00,3.4,400,24
45,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,IntrCity SmartBus,AC Sleeper (2+1),21:45:00,10h 25m,08:10:00,4.3,764,19
46,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Shree Laxmi Travels,Non AC Seater (2+2),21:45:00,11h 00m,08:45:00,2.7,1400,45
47,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Gogte Anand Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),23:30:00,10h 55m,10:25:00,3.8,2800,6
48,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Gogte Shreyas,A/C Sleeper (2+1),21:45:00,11h 15m,09:00:00,3.8,599,12
49,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Gogte Anand Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),21:00:00,10h 55m,07:55:00,3.8,699,30
50,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Shubhra Sharma Tourist Services,A/C Sleeper (2+1),00:10:00,10h 21m,10:31:00,3.3,3000,36
51,ktcl,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,VRL Travels,A/C Sleeper (2+1),23:30:00,10h 15m,09:45:00,3.3,800,28
52,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05:00,12h 55m,06:00:00,3.8,800,14
53,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Zingbus Plus,VE A/C Sleeper (2+1),20:00:00,17h 10m,13:10:00,4.5,523,22
54,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Zingbus Plus,VE A/C Sleeper (2+1),18:00:00,17h 10m,11:10:00,4.5,619,23
55,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:35:00,12h 30m,07:05:00,4.2,1080,12
56,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,IntrCity SmartBus,AC Sleeper (2+1),17:00:00,16h 10m,09:10:00,4.4,699,21
57,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:00:00,17h 00m,10:00:00,4.3,602,14
58,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,IntrCity SmartBus,AC Sleeper (2+1),16:00:00,16h 20m,08:20:00,4.3,764,16
59,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,AdIntrCity SmartBus,AC Sleeper (2+1),15:50:00,16h 20m,08:10:00,4.7,764,21
60,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,IntrCity SmartBus,AC Sleeper (2+1),19:35:00,14h 15m,09:50:00,4.3,641,25
61,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Anand Travels,NON A/C Sleeper (2+1),16:50:00,16h 40m,09:30:00,3.2,504,25
62,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55:00,13h 40m,09:35:00,4.2,799,17
63,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Atmaram Travels,A/C Sleeper (2+1),17:45:00,15h 00m,08:45:00,3.1,630,21
64,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:30:00,17h 00m,06:30:00,4.1,810,23
65,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),15:00:00,17h 00m,08:00:00,4,760,33
66,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Konkan Travels National,NON A/C Sleeper (2+1),19:25:00,14h 20m,09:45:00,4.1,554,18
67,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),20:00:00,13h 55m,09:55:00,4.1,2500,49
68,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,GANESH PRASAD TRAVELS,A/C Seater (2+2),21:00:00,13h 55m,10:55:00,4.1,2500,49
69,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Mascot Travels(M.Dev),A/C Sleeper (2+1),17:30:00,17h 15m,10:45:00,3.8,618,22
70,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Atmaram Travels,A/C Seater / Sleeper (2+1),17:00:00,16h 15m,09:15:00,2.5,540,32
71,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00:00,17h 00m,12:00:00,4.4,618,26
72,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Konkan Travels National,A/C Sleeper (2+1),18:00:00,16h 55m,10:55:00,3.9,554,27
73,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Vaibhav travels,A/C Sleeper (2+1),18:00:00,18h 00m,12:00:00,3.8,700,27
74,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Dolphin Travel House (40),A/C Sleeper (2+1),20:45:00,17h 15m,14:00:00,3.5,810,26
75,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),22:50:00,13h 15m,12:05:00,3.4,750,21
76,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Dolphin travel house,A/C Sleeper (2+1),17:45:00,17h 00m,10:45:00,3.4,710,28
77,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Dolphin Travel House (39),A/C Sleeper (2+1),16:30:00,16h 45m,09:15:00,3.2,710,25
78,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Global Travel Agency (GTA),A/C Sleeper (2+1),17:50:00,17h 45m,11:35:00,3.8,700,31
79,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Atmaram Manish Travels,A/C Sleeper (2+1),17:00:00,16h 15m,09:15:00,2.5,630,13
80,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Shubham Saijyoti Travels,A/C Sleeper (2+1),21:30:00,13h 30m,11:00:00,3.6,650,27
81,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),15:00:00,16h 30m,07:30:00,2.4,450,31
82,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Atmaram Manish Travels,A/C Sleeper (2+1),17:15:00,16h 15m,09:30:00,2.5,630,21
83,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Naik Tours And Travels,NON A/C Sleeper (2+1),14:25:00,16h 20m,06:45:00,3,700,25
84,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Naik Travels (Syndicate),NON A/C Sleeper (2+1),19:30:00,13h 30m,09:00:00,3.3,700,24
85,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:45:00,16h 45m,11:30:00,3.5,554,28
86,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Mascot Travels(Patil),A/C Sleeper (2+1),16:30:00,17h 15m,09:45:00,3.7,618,27
87,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Sanvi Travels - Shree,A/C Sleeper (2+1),17:00:00,16h 30m,09:30:00,3.5,850,27
88,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Global Travel Agency (GTA),A/C Sleeper (2+1),16:00:00,17h 45m,09:45:00,3.4,1500,32
89,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Roshan Travels,Benz A/C Sleeper (2+1),18:45:00,17h 00m,11:45:00,2.7,3500,22
90,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Sanvi Travels - Shree,A/C Sleeper (2+1),17:10:00,16h 30m,09:40:00,3,850,24
91,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Abhishek Vishal Travels,NON A/C Push Back (2+2),14:50:00,16h 20m,07:10:00,3,550,38
92,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Roshan Travels,A/C Sleeper (2+1),17:30:00,16h 30m,10:00:00,2.4,800,27
93,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:50:00,16h 55m,11:45:00,3.5,554,33
94,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46:00,17h 45m,10:31:00,3.3,3000,36
95,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Roshan Travels,A/C Sleeper (2+1),16:45:00,16h 30m,09:15:00,2.8,799,26
96,ktcl,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,VRL Travels,A/C Sleeper (2+1),19:45:00,14h 00m,09:45:00,2.9,800,28
97,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Zingbus Plus,VE A/C Sleeper (2+1),20:35:00,16h 50m,13:25:00,4.6,576,23
98,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10:00,14h 55m,09:05:00,4.4,892,7
99,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Zingbus Plus,VE A/C Sleeper (2+1),19:40:00,15h 05m,10:45:00,4.4,697,25
100,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,AdNaik Tours And Travels,NON A/C Sleeper (2+1),16:20:00,14h 25m,06:45:00,4.7,499,17
101,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,IntrCity SmartBus,AC Sleeper (2+1),19:30:00,14h 10m,09:40:00,4.4,823,11
102,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30:00,12h 40m,08:10:00,4.4,899,7
103,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,IntrCity SmartBus,AC Sleeper (2+1),18:30:00,14h 30m,09:00:00,4.3,952,6
104,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,AdIntrCity SmartBus,AC Sleeper (2+1),18:20:00,14h 30m,08:50:00,3.6,994,6
105,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,IntrCity SmartBus,AC Sleeper (2+1),21:00:00,14h 20m,11:20:00,4.3,917,12
106,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30:00,15h 15m,06:45:00,4.3,850,23
107,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00:00,15h 15m,05:15:00,4.2,999,17
108,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00:00,14h 35m,10:35:00,4.1,555,24
109,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Anand Travels,NON A/C Sleeper (2+1),19:30:00,12h 00m,07:30:00,3,549,16
110,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),16:20:00,14h 55m,07:15:00,3,2000,49
111,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,GANESH PRASAD TRAVELS,A/C Seater (2+2),17:20:00,15h 10m,08:30:00,3,2500,49
112,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00:00,13h 50m,11:50:00,4,666,25
113,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,"National Travels,Goa",A/C Sleeper (2+1),19:30:00,15h 00m,10:30:00,3.9,999,6
114,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40:00,14h 20m,11:00:00,3.9,600,27
115,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02:00,13h 55m,10:57:00,4.3,555,24
116,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Jolly Tours and Travels,VE A/C Sleeper (2+1),18:25:00,12h 05m,06:30:00,4.2,1620,7
117,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30:00,14h 00m,12:30:00,3.9,799,27
118,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30:00,15h 55m,09:25:00,3.7,650,23
119,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30:00,15h 20m,07:50:00,3.7,699,24
120,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30:00,16h 00m,10:30:00,3.7,650,24
121,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,"National Travels,Goa",NON A/C Sleeper (2+1),18:30:00,13h 00m,07:30:00,4.1,500,22
122,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Vishal),Non AC Seater (2+2),18:10:00,15h 10m,09:20:00,3.7,550,44
123,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Jolly Tours and Travels,A/C Sleeper (2+1),19:25:00,12h 05m,07:30:00,2.5,1349,30
124,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels(GTA),A/C Sleeper (2+1),19:00:00,14h 35m,09:35:00,3.6,555,22
125,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Manish Roshan Travels,A/C Sleeper (2+1),20:30:00,14h 00m,10:30:00,3.5,800,28
126,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Manish Sharma Travels,A/C Sleeper (2+1),19:00:00,16h 00m,11:00:00,2.1,3000,24
127,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Manish Travels,Non AC Seater (2+2),18:30:00,14h 30m,09:00:00,2.9,450,31
128,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Sai Travels,A/C Sleeper (2+1),18:00:00,14h 50m,08:50:00,3.7,5000,28
129,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Manish Travels,A/C Seater/Sleeper (2+1),16:00:00,16h 00m,08:00:00,4.7,700,32
130,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Naik Tours And Travels,NON A/C Sleeper (2+1),18:20:00,12h 45m,07:05:00,2.7,570,26
131,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:40:00,13h 20m,09:00:00,5,500,30
132,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31:00,14h 10m,12:41:00,3,850,21
133,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Manish Roshan Travels,Bharat Benz A/C Sleeper (2+1),17:30:00,14h 00m,07:30:00,2.7,850,22
134,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Giroba Travels (Shree),A/C Sleeper (2+1),18:01:00,13h 09m,07:10:00,2.6,749,29
135,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Gujarat Travels,Bharath Benz A/C Sleeper (2+2),18:25:00,14h 40m,09:05:00,1.9,1425,42
136,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Sai Travels,A/C Sleeper (2+1),18:00:00,15h 35m,09:35:00,3.6,700,23
137,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Sai Travels,A/C Sleeper (2+1),17:00:00,15h 00m,08:00:00,3.6,555,24
138,ktcl,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Manish Travels,A/C Sleeper (2+1),19:30:00,14h 00m,09:30:00,2.6,800,24
139,ktcl,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15:00,12h 45m,10:00:00,3.1,735,35
140,ktcl,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa,SR Tours & Travels,A/C Sleeper (2+1),19:45:00,09h 45m,05:30:00,2.4,1260,29
141,ktcl,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45:00,12h 30m,08:15:00,3.9,700,25
142,ktcl,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Sunrise Tours and Travels,A/C Sleeper (2+1),21:20:00,12h 55m,10:15:00,4.5,999,12
143,ktcl,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00:00,13h 15m,10:15:00,4.3,1099,17
144,ktcl,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,AdIntrCity SmartBus,AC Sleeper (2+1),21:30:00,13h 50m,11:20:00,3.2,999,29
145,ktcl,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,IntrCity SmartBus,AC Sleeper (2+1),20:30:00,14h 10m,10:40:00,4.2,999,21
